"","x"
"4424",138
"4425",142.2
"4426",143
"4427",149
"4428",149
"4429",149
"4430",149
"4431",149
"4432",149
"4433",167.8
"4434",128
"4435",139.875
"4436",83
"4437",146.571428571429
"4438",147
"4439",150.75
"4440",146
"4441",144
"4442",145
"4443",129
"4444",133.5
"4445",134.5
"4446",128.1875
"4447",143.75
"4448",126.416666666667
"4449",128.5
"4450",125.5
"4451",124.5
"4452",119.25
"4453",114
"4454",117.666666666667
"4455",108.5
"4456",110
"4457",103
"4458",111.5
"4459",117.5
"4460",94
"4461",113
"4462",91
"4463",90.5
"4464",120.6
"4465",114
"4466",108.857142857143
"4467",114.8
"4468",102
"4469",139
"4470",104.5
"4471",99.5
"4472",103.25
"4473",92
"4474",92
"4475",90
"4476",89.5
"4477",117.75
"4478",95.25
"4479",101
"4480",109
"4481",111.285714285714
"4482",125.5
"4483",117.333333333333
"4484",97
"4485",103
"4486",88.25
"4487",97
"4488",89
"4489",146
"4490",98.2
"4491",115.5
"4492",91.6666666666667
"4493",134.5
"4494",69
"4495",110
"4496",130.6
"4497",111.6
"4498",124.8
"4499",110
"4500",125.714285714286
"4501",114
"4502",108.666666666667
"4503",100
"4504",NA
"4505",94.75
"4506",203
"4507",201
"4508",202
"4509",176
"4510",176
"4511",NA
"4512",175
"4513",174
"4514",174
"4515",173
"4516",174
"4517",153
"4518",138
"4519",153.666666666667
"4520",121.666666666667
"4521",142
"4522",117.5
"4523",141
"4524",NA
"4525",136.166666666667
"4526",NA
"4527",132.5
"4528",173
"4529",122
"4530",173.333333333333
"4531",83
"4532",173
"4533",81.3333333333333
"4534",172
"4535",79.6666666666667
"4536",74
"4537",NA
"4538",NA
"4539",NA
"4540",NA
"4541",NA
"4542",NA
"4543",158
"4544",118
"4545",137
"4546",132
"4547",106.857142857143
"4548",93
"4549",97.4
"4550",90.5
"4551",93.5
"4552",82.75
"4553",92
"4554",120.75
"4555",123.5
"4556",124.6
"4557",164.75
"4558",77.5
"4559",136.714285714286
"4560",127
"4561",130.857142857143
"4562",125.5
"4563",175
"4564",156
"4565",168.4
"4566",164
"4567",160.75
"4568",113.4
"4569",156.5
"4570",130.142857142857
"4571",132.5
"4572",162.4
"4573",144.8
"4574",163.333333333333
"4575",139
"4576",146.2
"4577",134.5
"4578",135.833333333333
"4579",137.8
"4580",121.166666666667
"4581",150.75
"4582",126.285714285714
"4583",159.5
"4584",116.333333333333
"4585",178
"4586",127.4
"4587",127.5
"4588",122.4
"4589",101
"4590",159.5
"4591",109.5
"4592",166.4
"4593",149
"4594",153
"4595",147
"4596",138.5
"4597",135.666666666667
"4598",116
"4599",132.333333333333
"4600",124.5
"4601",117.25
"4602",114.714285714286
"4603",114
"4604",121.5
"4605",103.777777777778
"4606",120.25
"4607",93.2857142857143
"4608",115.8
"4609",113
"4610",121.333333333333
"4611",156.75
"4612",127.666666666667
"4613",126.714285714286
"4614",150
"4615",106.4
"4616",148.166666666667
"4617",84.6666666666667
"4618",135.8
"4619",131.857142857143
"4620",161.5
"4621",126.8
"4622",169.5
"4623",164.333333333333
"4624",169
"4625",161.333333333333
"4626",167
"4627",153.166666666667
"4628",122
"4629",162.2
"4630",123
"4631",145.333333333333
"4632",156
"4633",141.166666666667
"4634",148
"4635",126
"4636",133.142857142857
"4637",129.833333333333
"4638",126.666666666667
"4639",90
"4640",123.888888888889
"4641",155
"4642",107.333333333333
"4643",101.5
"4644",102.666666666667
"4645",97
"4646",109.666666666667
"4647",112
"4648",97.3333333333333
"4649",105.5
"4650",84.25
"4651",110.25
"4652",112
"4653",114
"4654",110.5
"4655",106
"4656",128
"4657",99.5
"4658",119.571428571429
"4659",98.6666666666667
"4660",99
"4661",100.5
"4662",108
"4663",96.5
"4664",93.75
"4665",135.875
"4666",105.666666666667
"4667",126
"4668",111.8
"4669",145.333333333333
"4670",125
"4671",125.5
"4672",124.5
"4673",125.2
"4674",183
"4675",125.8
"4676",182
"4677",119
"4678",182
"4679",131
"4680",143.25
"4681",157.666666666667
"4682",180
"4683",156
"4684",129.333333333333
"4685",161
"4686",124.333333333333
"4687",181
"4688",122.75
"4689",180
"4690",133
"4691",151
"4692",140.166666666667
"4693",114
"4694",114.5
"4695",102.25
"4696",NA
"4697",107.8
"4698",83
"4699",136.75
"4700",100.666666666667
"4701",115.25
"4702",111
"4703",108.75
"4704",139.5
"4705",104
"4706",109
"4707",105.5
"4708",102
"4709",105
"4710",100
"4711",150.5
"4712",111
"4713",169.666666666667
"4714",131
"4715",154.8
"4716",NA
"4717",143.5
"4718",164
"4719",157.666666666667
"4720",149.25
"4721",171
"4722",164
"4723",162.5
"4724",137.5
"4725",121.5
"4726",145
"4727",132
"4728",143
"4729",137
"4730",139
"4731",130
"4732",127
"4733",121
"4734",118.333333333333
"4735",129.166666666667
"4736",115
"4737",130.125
"4738",123.333333333333
"4739",119.333333333333
"4740",152.666666666667
"4741",109
"4742",146.5
"4743",115
"4744",156
"4745",122.5
"4746",134.857142857143
"4747",147
"4748",145.8
"4749",183
"4750",132
"4751",161.75
"4752",124
"4753",148.666666666667
"4754",126.666666666667
"4755",136.5
"4756",135.5
"4757",110.333333333333
"4758",143.333333333333
"4759",140
"4760",141.166666666667
"4761",134.666666666667
"4762",128.714285714286
"4763",154.5
"4764",119.833333333333
"4765",146
"4766",131.6
"4767",121.75
"4768",130
"4769",125.4
"4770",121.285714285714
"4771",118
"4772",124
"4773",113
"4774",114.8
"4775",118
"4776",NA
"4777",111.666666666667
"4778",NA
"4779",111
"4780",NA
"4781",NA
"4782",NA
"4783",NA
"4784",NA
"4785",NA
"4786",140
"4787",125.2
"4788",132.833333333333
"4789",126.75
"4790",120.857142857143
"4791",133
"4792",114.833333333333
"4793",122
"4794",109.5
"4795",98
"4796",105.2
"4797",103.6
"4798",106.333333333333
"4799",95
"4800",102
"4801",126.285714285714
"4802",95
"4803",107.142857142857
"4804",112.454545454545
"4805",76
"4806",107.142857142857
"4807",NA
"4808",89.6666666666667
"4809",NA
"4810",81.6666666666667
"4811",79
"4812",78
"4813",104.75
"4814",103.5
"4815",128.666666666667
"4816",NA
"4817",NA
"4818",NA
"4819",NA
"4820",208
"4821",129
"4822",157.75
"4823",112.333333333333
"4824",168.571428571429
"4825",138.6
"4826",161.4
"4827",133.5
"4828",172.666666666667
"4829",130
"4830",159.333333333333
"4831",123.375
"4832",166
"4833",130
"4834",131.666666666667
"4835",130.166666666667
"4836",118.666666666667
"4837",152.4
"4838",110
"4839",151
"4840",159.5
"4841",139.8
"4842",141.666666666667
"4843",140.9
"4844",155.75
"4845",127
"4846",143.444444444444
"4847",95
"4848",118.222222222222
"4849",112.285714285714
"4850",105.333333333333
"4851",125.25
"4852",105.333333333333
"4853",113
"4854",97.6
"4855",97.5
"4856",86.5
"4857",139.75
"4858",NA
"4859",152.666666666667
"4860",NA
"4861",144.666666666667
"4862",NA
"4863",165.666666666667
"4864",151.666666666667
"4865",168.666666666667
"4866",119.333333333333
"4867",NA
"4868",106.666666666667
"4869",107
"4870",96
"4871",90
"4872",88.5
"4873",NA
"4874",102.833333333333
"4875",87
"4876",100.666666666667
"4877",81
"4878",86.6666666666667
"4879",NA
"4880",84
"4881",NA
"4882",80
"4883",NA
"4884",76.5
"4885",NA
"4886",117
"4887",103.5
"4888",119.333333333333
"4889",128.25
"4890",146.222222222222
"4891",134.25
"4892",172
"4893",116.5
"4894",163.333333333333
"4895",125.333333333333
"4896",163.142857142857
"4897",132.375
"4898",178
"4899",132.666666666667
"4900",141.8
"4901",133.666666666667
"4902",134.8
"4903",136
"4904",140.333333333333
"4905",158.8
"4906",101
"4907",157.4
"4908",112.4
"4909",197.5
"4910",109.833333333333
"4911",141.8
"4912",131
"4913",124
"4914",154
"4915",123.333333333333
"4916",196
"4917",196.5
"4918",196
"4919",NA
"4920",NA
"4921",NA
"4922",131.666666666667
"4923",127.5
"4924",112
"4925",124.5
"4926",116.333333333333
"4927",110.2
"4928",NA
"4929",119
"4930",117
"4931",109.5
"4932",109
"4933",163.8
"4934",106.5
"4935",184.333333333333
"4936",124.666666666667
"4937",189.2
"4938",188.5
"4939",170.4
"4940",149.4
"4941",158.571428571429
"4942",135
"4943",139.428571428571
"4944",146.7
"4945",138
"4946",128.111111111111
"4947",130.75
"4948",125.75
"4949",122.5
"4950",124.888888888889
"4951",120.5
"4952",121.777777777778
"4953",121.5
"4954",116
"4955",122
"4956",108.75
"4957",103.75
"4958",115
"4959",114.25
"4960",112.666666666667
"4961",106.8
"4962",120
"4963",106.5
"4964",100.5
"4965",102.571428571429
"4966",NA
"4967",91.6666666666667
"4968",NA
"4969",92.75
"4970",76
"4971",NA
"4972",NA
"4973",NA
"4974",NA
"4975",NA
"4976",NA
"4977",NA
"4978",111.5
"4979",114
"4980",105
"4981",105.666666666667
"4982",NA
"4983",NA
"4984",NA
"4985",NA
"4986",94
"4987",143.5
"4988",174.5
"4989",128.333333333333
"4990",176.333333333333
"4991",121.333333333333
"4992",176.333333333333
"4993",132.428571428571
"4994",179
"4995",131.625
"4996",176
"4997",131.2
"4998",150
"4999",146.166666666667
"5000",112.666666666667
"5001",141.5
"5002",127.5
"5003",130.6
"5004",158
"5005",127.8
"5006",158
"5007",130.8
"5008",159
"5009",127.333333333333
"5010",149.75
"5011",137.75
"5012",142.6
"5013",140.833333333333
"5014",143.666666666667
"5015",126.857142857143
"5016",134.5
"5017",110.166666666667
"5018",113.25
"5019",105.5
"5020",101
"5021",113
"5022",96.3333333333333
"5023",108.7
"5024",86.6666666666667
"5025",105.333333333333
"5026",102
"5027",102.444444444444
"5028",112
"5029",148.714285714286
"5030",129.714285714286
"5031",154
"5032",121.857142857143
"5033",141.2
"5034",130.555555555556
"5035",138
"5036",127.625
"5037",118.75
"5038",126.5
"5039",113.727272727273
"5040",126
"5041",113.555555555556
"5042",122.166666666667
"5043",118
"5044",112.285714285714
"5045",125
"5046",99.2
"5047",133.666666666667
"5048",159
"5049",154
"5050",163
"5051",138.2
"5052",163
"5053",145
"5054",161
"5055",157.333333333333
"5056",154
"5057",NA
"5058",159
"5059",NA
"5060",NA
"5061",NA
"5062",NA
"5063",NA
"5064",NA
"5065",NA
"5066",NA
"5067",111
"5068",108
"5069",122.5
"5070",99.5
"5071",124
"5072",NA
"5073",NA
"5074",NA
"5075",152
"5076",156
"5077",142
"5078",130.6
"5079",NA
"5080",116.2
"5081",NA
"5082",117.666666666667
"5083",100
"5084",99
"5085",94
"5086",102.25
"5087",113.428571428571
"5088",118
"5089",106.1
"5090",106.666666666667
"5091",95
"5092",83
"5093",89
"5094",83.2
"5095",74
"5096",80.25
"5097",78
"5098",77
"5099",NA
"5100",NA
"5101",154.5
"5102",169
"5103",178
"5104",140
"5105",200
"5106",NA
"5107",200
"5108",200
"5109",156.5
"5110",146.333333333333
"5111",200
"5112",148.75
"5113",181
"5114",153.5
"5115",NA
"5116",149.666666666667
"5117",NA
"5118",143.888888888889
"5119",139
"5120",144
"5121",168
"5122",165
"5123",159
"5124",146
"5125",145.5
"5126",135.5
"5127",154.25
"5128",151.2
"5129",139.5
"5130",163
"5131",133.818181818182
"5132",130
"5133",129.5
"5134",115.5
"5135",148
"5136",114.666666666667
"5137",125.166666666667
"5138",99
"5139",119
"5140",82
"5141",131
"5142",NA
"5143",126
"5144",113.5
"5145",107
"5146",115
"5147",116
"5148",129.5
"5149",140.8
"5150",136
"5151",139.142857142857
"5152",NA
"5153",132.833333333333
"5154",139
"5155",126.6
"5156",124
"5157",124.4
"5158",117
"5159",117
"5160",97
"5161",118
"5162",149
"5163",103.25
"5164",145
"5165",120.666666666667
"5166",NA
"5167",149.571428571429
"5168",127
"5169",158.833333333333
"5170",136.428571428571
"5171",164.5
"5172",132.833333333333
"5173",155.166666666667
"5174",137.142857142857
"5175",160.333333333333
"5176",144.75
"5177",112
"5178",136.6
"5179",150.5
"5180",136.2
"5181",181
"5182",129.8
"5183",156.75
"5184",105.333333333333
"5185",115
"5186",125.142857142857
"5187",149.2
"5188",121.75
"5189",145.375
"5190",143.666666666667
"5191",149.272727272727
"5192",141
"5193",146.909090909091
"5194",121.25
"5195",150.833333333333
"5196",122.714285714286
"5197",128
"5198",114.714285714286
"5199",NA
"5200",95.1428571428571
"5201",95
"5202",95.5
"5203",97.6
"5204",115
"5205",96.5
"5206",114
"5207",107
"5208",109.5
"5209",104.5
"5210",106
"5211",102.333333333333
"5212",NA
"5213",97
"5214",124
"5215",154.5
"5216",146.875
"5217",138.5
"5218",147.333333333333
"5219",125.5
"5220",132.625
"5221",138.6
"5222",129.2
"5223",140.25
"5224",129
"5225",123.75
"5226",140
"5227",109.8
"5228",128.25
"5229",104.5
"5230",136.333333333333
"5231",118.666666666667
"5232",118
"5233",141.75
"5234",127
"5235",148.666666666667
"5236",148.75
"5237",142.625
"5238",123.111111111111
"5239",154
"5240",125.6
"5241",126.142857142857
"5242",142.25
"5243",117.25
"5244",126
"5245",109.333333333333
"5246",NA
"5247",NA
"5248",NA
"5249",NA
"5250",NA
"5251",NA
"5252",NA
"5253",NA
"5254",NA
"5255",111
"5256",127.666666666667
"5257",104
"5258",114
"5259",90
"5260",106.5
"5261",121.5
"5262",NA
"5263",107.5
"5264",NA
"5265",92.2
"5266",130.5
"5267",90.75
"5268",148.285714285714
"5269",112.5
"5270",141.142857142857
"5271",126.5
"5272",141.5
"5273",115.5
"5274",132.333333333333
"5275",112.75
"5276",119.6
"5277",118.8
"5278",109.8
"5279",126.5
"5280",132.333333333333
"5281",137.2
"5282",165
"5283",155
"5284",144
"5285",146.6
"5286",NA
"5287",137.833333333333
"5288",NA
"5289",134.333333333333
"5290",131.6
"5291",120.666666666667
"5292",122.166666666667
"5293",122.75
"5294",130.25
"5295",117.5
"5296",123
"5297",113.5
"5298",121.333333333333
"5299",128
"5300",108
"5301",116.833333333333
"5302",102.5
"5303",119.8
"5304",109
"5305",106
"5306",99
"5307",93.5
"5308",NA
"5309",NA
"5310",NA
"5311",143.666666666667
"5312",NA
"5313",143.666666666667
"5314",NA
"5315",141.75
"5316",134.666666666667
"5317",135.375
"5318",126
"5319",122.25
"5320",123.375
"5321",104.4
"5322",120.5
"5323",105.6
"5324",129
"5325",99.75
"5326",136
"5327",82.6666666666667
"5328",147.666666666667
"5329",92.5
"5330",134.571428571429
"5331",104.333333333333
"5332",129
"5333",128
"5334",129
"5335",128
"5336",NA
"5337",123.833333333333
"5338",114
"5339",126.4
"5340",118
"5341",113.666666666667
"5342",117
"5343",97
"5344",96
"5345",93
"5346",117.666666666667
"5347",128
"5348",120
"5349",123.5
"5350",107.375
"5351",116.428571428571
"5352",126.666666666667
"5353",159.25
"5354",144
"5355",150.75
"5356",136.5
"5357",146
"5358",133
"5359",136.833333333333
"5360",131.5
"5361",124.333333333333
"5362",126
"5363",111.75
"5364",114
"5365",107
"5366",120.5
"5367",116.4
"5368",128
"5369",117.571428571429
"5370",121.666666666667
"5371",137.333333333333
"5372",144.333333333333
"5373",135
"5374",141.666666666667
"5375",132.666666666667
"5376",138.2
"5377",129.714285714286
"5378",140.5
"5379",122.555555555556
"5380",156
"5381",115.8
"5382",133.333333333333
"5383",113.125
"5384",112.5
"5385",121.571428571429
"5386",108.333333333333
"5387",133
"5388",108
"5389",NA
"5390",131.333333333333
"5391",129
"5392",122.5
"5393",123.6
"5394",109
"5395",112
"5396",132.333333333333
"5397",NA
"5398",120
"5399",114
"5400",110.4
"5401",103.333333333333
"5402",114.5
"5403",113.6
"5404",NA
"5405",109.833333333333
"5406",NA
"5407",101.666666666667
"5408",105
"5409",102.333333333333
"5410",111.8
"5411",89
"5412",125.625
"5413",149
"5414",127
"5415",145
"5416",119
"5417",125.916666666667
"5418",119.833333333333
"5419",108.142857142857
"5420",119
"5421",111.8
"5422",97
"5423",101
"5424",95.2
"5425",94.5
"5426",94
"5427",95
"5428",NA
"5429",NA
"5430",NA
"5431",NA
"5432",NA
"5433",135.333333333333
"5434",163
"5435",125.666666666667
"5436",84
"5437",115
"5438",111.428571428571
"5439",100
"5440",99.2
"5441",146
"5442",113.125
"5443",95
"5444",120.5
"5445",NA
"5446",130.333333333333
"5447",85
"5448",150.25
"5449",143
"5450",172
"5451",159.6
"5452",157.5
"5453",140.5
"5454",135.75
"5455",134.4
"5456",132.333333333333
"5457",140
"5458",122
"5459",145.166666666667
"5460",113.333333333333
"5461",130.666666666667
"5462",119.4
"5463",124.166666666667
"5464",123.4
"5465",118.857142857143
"5466",120.285714285714
"5467",118.714285714286
"5468",126.444444444444
"5469",114.285714285714
"5470",116.375
"5471",91.5
"5472",90
"5473",76
"5474",80
"5475",73.5
"5476",108.5
"5477",73.3333333333333
"5478",98.6666666666667
"5479",74.25
"5480",90
"5481",77.5
"5482",98
"5483",88
"5484",105.5
"5485",130.8
"5486",119
"5487",126.3
"5488",130
"5489",137
"5490",112.666666666667
"5491",153
"5492",126.5
"5493",143.5
"5494",139.5
"5495",156
"5496",144
"5497",154
"5498",136.166666666667
"5499",111
"5500",127.166666666667
"5501",107
"5502",127
"5503",113.75
"5504",125.5
"5505",109
"5506",111.666666666667
"5507",114.75
"5508",104.25
"5509",112.375
"5510",120
"5511",119
"5512",123
"5513",123
"5514",98.3333333333333
"5515",124.5
"5516",79.6666666666667
"5517",NA
"5518",73
"5519",NA
"5520",115.5
"5521",134.666666666667
"5522",120.75
"5523",133
"5524",145
"5525",108
"5526",NA
"5527",104.333333333333
"5528",125.5
"5529",119.5
"5530",116.25
"5531",110.5
"5532",82.3333333333333
"5533",NA
"5534",78.3333333333333
"5535",NA
"5536",77.3333333333333
"5537",116.666666666667
"5538",78
"5539",109.5
"5540",133.25
"5541",118
"5542",134.25
"5543",124
"5544",120.666666666667
"5545",NA
"5546",NA
"5547",NA
"5548",NA
"5549",NA
"5550",NA
"5551",NA
"5552",125.666666666667
"5553",171.666666666667
"5554",115.333333333333
"5555",166.5
"5556",167
"5557",141.875
"5558",150.2
"5559",133.857142857143
"5560",126.4
"5561",129.9
"5562",151
"5563",119.166666666667
"5564",132.333333333333
"5565",107.142857142857
"5566",127.8
"5567",99.6666666666667
"5568",128
"5569",101.333333333333
"5570",115.375
"5571",89.3333333333333
"5572",107.454545454545
"5573",100
"5574",110.2
"5575",121
"5576",124.5
"5577",118.833333333333
"5578",140
"5579",118.833333333333
"5580",159.25
"5581",136.5
"5582",170.5
"5583",163
"5584",166
"5585",150.5
"5586",106.5
"5587",132.333333333333
"5588",128.833333333333
"5589",134.666666666667
"5590",143.5
"5591",127.25
"5592",135
"5593",121.25
"5594",124
"5595",NA
"5596",126
"5597",NA
"5598",123.625
"5599",NA
"5600",126.181818181818
"5601",136.4
"5602",119.625
"5603",124
"5604",114.571428571429
"5605",120.333333333333
"5606",116
"5607",118.8
"5608",147
"5609",117.8
"5610",120.5
"5611",124.6
"5612",98.3333333333333
"5613",121.428571428571
"5614",107.5
"5615",136.5
"5616",105.363636363636
"5617",130.666666666667
"5618",120.714285714286
"5619",118.333333333333
"5620",123.2
"5621",122.666666666667
"5622",137.25
"5623",117
"5624",142
"5625",109.833333333333
"5626",NA
"5627",102.5
"5628",106
"5629",98
"5630",93
"5631",93.75
"5632",98.8
"5633",87.4
"5634",99.25
"5635",85
"5636",84.5
"5637",81
"5638",92
"5639",102
"5640",86
"5641",NA
"5642",77
"5643",NA
"5644",NA
"5645",160
"5646",NA
"5647",164
"5648",165
"5649",161.5
"5650",165
"5651",155.5
"5652",111
"5653",145
"5654",138.666666666667
"5655",154
"5656",165
"5657",149
"5658",154
"5659",145.833333333333
"5660",140.5
"5661",140
"5662",122.5
"5663",127.5
"5664",125.333333333333
"5665",116.166666666667
"5666",146
"5667",149
"5668",148
"5669",133.5
"5670",150
"5671",143.666666666667
"5672",146
"5673",148
"5674",142.4
"5675",NA
"5676",NA
"5677",161.5
"5678",160
"5679",147
"5680",152
"5681",126.25
"5682",145
"5683",125.833333333333
"5684",NA
"5685",130.2
"5686",130.5
"5687",121.666666666667
"5688",134.333333333333
"5689",110.4
"5690",163
"5691",102.4
"5692",103
"5693",107
"5694",114.75
"5695",102.5
"5696",103.5
"5697",94.3333333333333
"5698",92.5
"5699",105.666666666667
"5700",96.2
"5701",102.25
"5702",84.5
"5703",81
"5704",83.5
"5705",90.5
"5706",114.666666666667
"5707",159
"5708",151.333333333333
"5709",NA
"5710",145
"5711",181.666666666667
"5712",146.25
"5713",150.6
"5714",171
"5715",138.2
"5716",154.75
"5717",144
"5718",150.333333333333
"5719",142.4
"5720",126.375
"5721",112
"5722",139.833333333333
"5723",117.5
"5724",126
"5725",125.5
"5726",131
"5727",134.4
"5728",142.75
"5729",131.25
"5730",137
"5731",119.428571428571
"5732",154
"5733",112.75
"5734",148.833333333333
"5735",156
"5736",154.25
"5737",151.166666666667
"5738",130.5
"5739",143
"5740",137.333333333333
"5741",124.555555555556
"5742",154.5
"5743",113.285714285714
"5744",151
"5745",153
"5746",145.666666666667
"5747",NA
"5748",138.5
"5749",131
"5750",133
"5751",124.75
"5752",122.4
"5753",111.5
"5754",114.142857142857
"5755",122
"5756",121
"5757",137.666666666667
"5758",NA
"5759",135.166666666667
"5760",NA
"5761",135
"5762",NA
"5763",125.333333333333
"5764",NA
"5765",120
"5766",NA
"5767",114.666666666667
"5768",110.25
"5769",106.333333333333
"5770",104.666666666667
"5771",184
"5772",144.142857142857
"5773",155
"5774",132.5
"5775",161.666666666667
"5776",188
"5777",168
"5778",152.2
"5779",150.8
"5780",133
"5781",137
"5782",138.2
"5783",129.857142857143
"5784",120.2
"5785",130.5
"5786",100
"5787",125.333333333333
"5788",107
"5789",108
"5790",105.5
"5791",103.333333333333
"5792",92.5
"5793",99.25
"5794",80
"5795",103.5
"5796",129
"5797",137
"5798",123.5
"5799",124.5
"5800",136
"5801",138.333333333333
"5802",131.666666666667
"5803",146.5
"5804",114.333333333333
"5805",126.6
"5806",112
"5807",121.888888888889
"5808",133
"5809",117.875
"5810",123.333333333333
"5811",121.777777777778
"5812",107
"5813",119.6
"5814",104
"5815",119.8
"5816",163
"5817",122.625
"5818",150.666666666667
"5819",121.166666666667
"5820",147
"5821",140.333333333333
"5822",153.166666666667
"5823",158.333333333333
"5824",168.25
"5825",163.285714285714
"5826",134.5
"5827",137.666666666667
"5828",147.5
"5829",123.857142857143
"5830",148.833333333333
"5831",164.2
"5832",127
"5833",145.444444444444
"5834",134.4
"5835",142.666666666667
"5836",120.8
"5837",147.5
"5838",196
"5839",183.5
"5840",171
"5841",168
"5842",168.333333333333
"5843",NA
"5844",161
"5845",128
"5846",133
"5847",129.5
"5848",108.5
"5849",NA
"5850",129.5
"5851",129.333333333333
"5852",120.666666666667
"5853",119
"5854",134.428571428571
"5855",107.75
"5856",127.222222222222
"5857",100.25
"5858",118.272727272727
"5859",113.4
"5860",110.5
"5861",92.8333333333333
"5862",108
"5863",104.4
"5864",100.833333333333
"5865",100.444444444444
"5866",98.4285714285714
"5867",105.75
"5868",94.6666666666667
"5869",120.5
"5870",110.5
"5871",114.285714285714
"5872",NA
"5873",106
"5874",104
"5875",NA
"5876",NA
"5877",NA
"5878",199.5
"5879",203
"5880",199.5
"5881",203
"5882",136
"5883",202.5
"5884",159
"5885",202
"5886",133
"5887",161.2
"5888",183.75
"5889",130
"5890",158.333333333333
"5891",NA
"5892",176.5
"5893",NA
"5894",200.333333333333
"5895",NA
"5896",200.333333333333
"5897",198
"5898",201
"5899",198
"5900",152
"5901",146.5
"5902",146.5
"5903",142.75
"5904",163
"5905",158.666666666667
"5906",146
"5907",150.333333333333
"5908",120.333333333333
"5909",NA
"5910",102
"5911",110.5
"5912",126.4
"5913",NA
"5914",121.5
"5915",NA
"5916",NA
"5917",122
"5918",124
"5919",113
"5920",130
"5921",111.75
"5922",127
"5923",95.3333333333333
"5924",121.5
"5925",97.25
"5926",115
"5927",112.8
"5928",124.714285714286
"5929",129.333333333333
"5930",138.25
"5931",121.6
"5932",136.285714285714
"5933",112.75
"5934",179
"5935",116
"5936",137
"5937",133.333333333333
"5938",137.111111111111
"5939",126.5
"5940",130.555555555556
"5941",128.5
"5942",124.857142857143
"5943",124
"5944",122.25
"5945",126.333333333333
"5946",104.333333333333
"5947",113.333333333333
"5948",104.25
"5949",156
"5950",112.75
"5951",158.333333333333
"5952",115
"5953",155.666666666667
"5954",123
"5955",132
"5956",155
"5957",131
"5958",146
"5959",115
"5960",115.5
"5961",NA
"5962",111
"5963",117
"5964",104.666666666667
"5965",111.5
"5966",99.4
"5967",163.75
"5968",101.75
"5969",156
"5970",115.5
"5971",157.5
"5972",121.333333333333
"5973",152.5
"5974",166
"5975",172.25
"5976",178
"5977",161
"5978",178
"5979",151.6
"5980",144.666666666667
"5981",167.25
"5982",124
"5983",154
"5984",124
"5985",147.8
"5986",127.666666666667
"5987",146.8
"5988",149.666666666667
"5989",143
"5990",147.4
"5991",137.6
"5992",146.125
"5993",130.25
"5994",154.833333333333
"5995",116
"5996",106
"5997",106
"5998",111.666666666667
"5999",129
"6000",110.285714285714
"6001",135
"6002",104.8
"6003",122
"6004",139
"6005",NA
"6006",NA
"6007",120
"6008",NA
"6009",117
"6010",141.5
"6011",143.5
"6012",124
"6013",152.333333333333
"6014",111.5
"6015",175
"6016",122.8
"6017",121.333333333333
"6018",126.833333333333
"6019",133
"6020",131.5
"6021",139.833333333333
"6022",140
"6023",144.75
"6024",140.75
"6025",132.1
"6026",165.5
"6027",122.916666666667
"6028",153
"6029",110.7
"6030",145.909090909091
"6031",117.25
"6032",133.307692307692
"6033",129.727272727273
"6034",125.125
"6035",121.705882352941
"6036",121.833333333333
"6037",124.538461538462
"6038",100
"6039",115.125
"6040",111.25
"6041",105.2
"6042",100
"6043",105
"6044",99
"6045",80
"6046",NA
"6047",NA
"6048",NA
"6049",NA
"6050",NA
"6051",106
"6052",124.6
"6053",103.333333333333
"6054",128.5
"6055",107
"6056",113.666666666667
"6057",113.75
"6058",99.3333333333333
"6059",97.25
"6060",100.25
"6061",81.5
"6062",90
"6063",107.666666666667
"6064",90.6666666666667
"6065",106.75
"6066",99
"6067",95.5
"6068",97
"6069",90.5
"6070",92
"6071",94.75
"6072",115
"6073",NA
"6074",106.666666666667
"6075",NA
"6076",NA
"6077",NA
"6078",NA
"6079",NA
"6080",NA
"6081",NA
"6082",133.666666666667
"6083",131
"6084",111
"6085",137.25
"6086",111
"6087",125.6
"6088",118
"6089",173.333333333333
"6090",95.8
"6091",160.6
"6092",112.833333333333
"6093",148.25
"6094",138.75
"6095",155.5
"6096",173.666666666667
"6097",206
"6098",166
"6099",149
"6100",171.8
"6101",136.2
"6102",162.5
"6103",149.666666666667
"6104",206
"6105",156.333333333333
"6106",178.333333333333
"6107",174
"6108",162.75
"6109",NA
"6110",195
"6111",149
"6112",106
"6113",124.75
"6114",107
"6115",123
"6116",NA
"6117",108.666666666667
"6118",120.333333333333
"6119",121.25
"6120",110.666666666667
"6121",118.666666666667
"6122",NA
"6123",137.333333333333
"6124",NA
"6125",131.666666666667
"6126",NA
"6127",134.333333333333
"6128",146.833333333333
"6129",118.5
"6130",153.272727272727
"6131",111
"6132",148.818181818182
"6133",107.25
"6134",137.272727272727
"6135",121
"6136",125.666666666667
"6137",118.428571428571
"6138",123.416666666667
"6139",105.833333333333
"6140",129.333333333333
"6141",129.75
"6142",119.428571428571
"6143",134
"6144",122.333333333333
"6145",143.333333333333
"6146",169
"6147",140.2
"6148",127
"6149",134.75
"6150",126
"6151",157.75
"6152",140.333333333333
"6153",145.5
"6154",143.25
"6155",121.5
"6156",113.333333333333
"6157",112.5
"6158",105.666666666667
"6159",119
"6160",117
"6161",115
"6162",115
"6163",114
"6164",118.333333333333
"6165",111.5
"6166",116.8
"6167",109.5
"6168",125
"6169",NA
"6170",NA
"6171",NA
"6172",143.5
