"","x"
"54773",123.25
"54774",185
"54775",102
"54776",115.5
"54777",131
"54778",114
"54779",102
"54780",119.2
"54781",NA
"54782",106.5
"54783",108
"54784",110.25
"54785",115.625
"54786",111.333333333333
"54787",121
"54788",105
"54789",81
"54790",87.6666666666667
"54791",78.5
"54792",82
"54793",79
"54794",74.5
"54795",72
"54796",NA
"54797",72
"54798",NA
"54799",204
"54800",209
"54801",204
"54802",187
"54803",162.5
"54804",171.8
"54805",175
"54806",159.75
"54807",205.5
"54808",207
"54809",156.6
"54810",205
"54811",151
"54812",176
"54813",145.333333333333
"54814",108
"54815",143
"54816",155.5
"54817",129.666666666667
"54818",130.4
"54819",174
"54820",129.2
"54821",156.75
"54822",133.875
"54823",147.6
"54824",150.285714285714
"54825",164.75
"54826",149.2
"54827",150.2
"54828",129.4
"54829",136
"54830",121.142857142857
"54831",116.666666666667
"54832",118
"54833",106.666666666667
"54834",112.857142857143
"54835",112.857142857143
"54836",124.25
"54837",110.333333333333
"54838",116.5
"54839",111.714285714286
"54840",103
"54841",106.333333333333
"54842",93.5
"54843",96.6666666666667
"54844",115
"54845",112.75
"54846",139.4
"54847",126.6
"54848",155
"54849",134.8
"54850",193
"54851",139.333333333333
"54852",NA
"54853",134.142857142857
"54854",130.333333333333
"54855",138.5
"54856",154.5
"54857",150.8
"54858",160.25
"54859",150.5
"54860",158.333333333333
"54861",NA
"54862",155
"54863",126.5
"54864",132.125
"54865",126.8
"54866",127.666666666667
"54867",127.285714285714
"54868",115
"54869",126
"54870",112.333333333333
"54871",123.111111111111
"54872",130.666666666667
"54873",114
"54874",136.75
"54875",116
"54876",NA
"54877",111.666666666667
"54878",NA
"54879",105
"54880",NA
"54881",101.333333333333
"54882",98
"54883",97.4
"54884",90
"54885",90.2
"54886",113.333333333333
"54887",146.666666666667
"54888",104
"54889",129.666666666667
"54890",119.571428571429
"54891",114.333333333333
"54892",119.5
"54893",NA
"54894",109.166666666667
"54895",NA
"54896",90.6666666666667
"54897",NA
"54898",NA
"54899",NA
"54900",144
"54901",NA
"54902",137.666666666667
"54903",NA
"54904",161
"54905",169.5
"54906",NA
"54907",155.666666666667
"54908",121
"54909",103
"54910",120.555555555556
"54911",NA
"54912",136.25
"54913",NA
"54914",76.5
"54915",NA
"54916",69.6666666666667
"54917",NA
"54918",68
"54919",165.5
"54920",137
"54921",155
"54922",149
"54923",145.333333333333
"54924",131.333333333333
"54925",138.666666666667
"54926",119.666666666667
"54927",130.666666666667
"54928",149.166666666667
"54929",139.5
"54930",169
"54931",137.428571428571
"54932",168
"54933",135.666666666667
"54934",141
"54935",140.666666666667
"54936",129
"54937",131.3
"54938",124.5
"54939",133.2
"54940",117.666666666667
"54941",135.666666666667
"54942",102
"54943",129.833333333333
"54944",99.5
"54945",127.142857142857
"54946",106.333333333333
"54947",122.333333333333
"54948",118
"54949",123.8
"54950",142.5
"54951",120
"54952",140.6
"54953",102
"54954",141.25
"54955",90.5
"54956",139
"54957",137.5
"54958",136
"54959",136
"54960",NA
"54961",NA
"54962",140
"54963",138.5
"54964",139.75
"54965",143.333333333333
"54966",137
"54967",143
"54968",124.8
"54969",129.5
"54970",131.2
"54971",147.5
"54972",140.333333333333
"54973",144.5
"54974",137.6
"54975",135.6
"54976",133
"54977",131.2
"54978",122.6
"54979",130.666666666667
"54980",118.5
"54981",128.75
"54982",116
"54983",126.75
"54984",107
"54985",123.25
"54986",116.8
"54987",124.8
"54988",120.5
"54989",108.5
"54990",119.833333333333
"54991",117.5
"54992",119.384615384615
"54993",143
"54994",126.555555555556
"54995",141.333333333333
"54996",129.5
"54997",134
"54998",126.2
"54999",109.5
"55000",113.25
"55001",104.5
"55002",127
"55003",114
"55004",137
"55005",104.5
"55006",114.5
"55007",141.5
"55008",NA
"55009",NA
"55010",121
"55011",NA
"55012",111
"55013",116
"55014",90.4
"55015",105.5
"55016",94.6
"55017",101.666666666667
"55018",103.5
"55019",89.6666666666667
"55020",NA
"55021",87
"55022",NA
"55023",82.3333333333333
"55024",NA
"55025",80.3333333333333
"55026",81
"55027",NA
"55028",180
"55029",155
"55030",146
"55031",161
"55032",120.285714285714
"55033",140.142857142857
"55034",130.555555555556
"55035",132.2
"55036",111.857142857143
"55037",132.25
"55038",112
"55039",132.222222222222
"55040",132.285714285714
"55041",125.625
"55042",127.857142857143
"55043",118.555555555556
"55044",124.125
"55045",109.6
"55046",126.5
"55047",149
"55048",120.625
"55049",149
"55050",137.666666666667
"55051",150
"55052",151
"55053",151
"55054",152
"55055",152
"55056",150
"55057",128.5
"55058",130
"55059",117.5
"55060",135
"55061",NA
"55062",NA
"55063",108
"55064",114.5
"55065",100
"55066",NA
"55067",NA
"55068",NA
"55069",NA
"55070",NA
"55071",NA
"55072",NA
"55073",NA
"55074",NA
"55075",NA
"55076",146.5
"55077",154.5
"55078",135
"55079",110.6
"55080",121
"55081",91.75
"55082",NA
"55083",111
"55084",113.5
"55085",120
"55086",138.25
"55087",97
"55088",156.833333333333
"55089",165.333333333333
"55090",162
"55091",145.75
"55092",138.666666666667
"55093",148
"55094",142
"55095",149.25
"55096",128.5
"55097",152
"55098",134.8
"55099",139.285714285714
"55100",129.25
"55101",131.571428571429
"55102",127
"55103",132.2
"55104",141
"55105",135.25
"55106",141
"55107",122
"55108",121
"55109",121
"55110",119.6
"55111",159
"55112",139
"55113",131.666666666667
"55114",145.333333333333
"55115",123
"55116",134
"55117",140
"55118",128
"55119",153.333333333333
"55120",163
"55121",138.6
"55122",NA
"55123",138.166666666667
"55124",140
"55125",129.8
"55126",142.5
"55127",115.2
"55128",132.25
"55129",122
"55130",122
"55131",125.555555555556
"55132",115.5
"55133",137.166666666667
"55134",118.714285714286
"55135",135.333333333333
"55136",120.571428571429
"55137",123.857142857143
"55138",107.75
"55139",129.416666666667
"55140",126.166666666667
"55141",110.75
"55142",123.428571428571
"55143",111.7
"55144",119.166666666667
"55145",107.857142857143
"55146",120.833333333333
"55147",120
"55148",136.6
"55149",131
"55150",128.5
"55151",130.75
"55152",123.333333333333
"55153",127.333333333333
"55154",138
"55155",146
"55156",135
"55157",145.666666666667
"55158",129
"55159",130.666666666667
"55160",139
"55161",119.5
"55162",125
"55163",113
"55164",117
"55165",109
"55166",110.5
"55167",102.5
"55168",95
"55169",101
"55170",91
"55171",95.5
"55172",123.5
"55173",90
"55174",121
"55175",127
"55176",139.6
"55177",133.833333333333
"55178",134.5
"55179",139.4
"55180",137.666666666667
"55181",150
"55182",129
"55183",139.4
"55184",151
"55185",131.142857142857
"55186",125.5
"55187",123.571428571429
"55188",136
"55189",154
"55190",139.75
"55191",139.8
"55192",142.5
"55193",111
"55194",136.125
"55195",130.8
"55196",133.090909090909
"55197",132
"55198",134.833333333333
"55199",129
"55200",130.428571428571
"55201",142.333333333333
"55202",118.857142857143
"55203",111.4
"55204",116
"55205",106.2
"55206",111
"55207",110.333333333333
"55208",96.6666666666667
"55209",103.8
"55210",96
"55211",94.6
"55212",90
"55213",102.25
"55214",90.6666666666667
"55215",102.666666666667
"55216",125.333333333333
"55217",NA
"55218",119.333333333333
"55219",NA
"55220",NA
"55221",NA
"55222",130.666666666667
"55223",122
"55224",127
"55225",NA
"55226",NA
"55227",130
"55228",NA
"55229",123.666666666667
"55230",NA
"55231",116.666666666667
"55232",148
"55233",122.857142857143
"55234",143
"55235",133.833333333333
"55236",123.25
"55237",135.8
"55238",114.333333333333
"55239",160.333333333333
"55240",124.222222222222
"55241",125.857142857143
"55242",141.833333333333
"55243",113
"55244",142
"55245",128.5
"55246",140.666666666667
"55247",122
"55248",128.75
"55249",122
"55250",124.625
"55251",96
"55252",112.75
"55253",137.666666666667
"55254",108
"55255",123.2
"55256",115
"55257",127.5
"55258",128
"55259",115.8
"55260",118.8
"55261",117.4
"55262",114.333333333333
"55263",118
"55264",125.5
"55265",124.666666666667
"55266",105
"55267",116.666666666667
"55268",102.666666666667
"55269",119.5
"55270",116.125
"55271",135.5
"55272",134.428571428571
"55273",144
"55274",126
"55275",130.5
"55276",127.166666666667
"55277",119.166666666667
"55278",120.5
"55279",126
"55280",173
"55281",152.333333333333
"55282",175
"55283",168
"55284",171.5
"55285",153.5
"55286",123.333333333333
"55287",135
"55288",108.8
"55289",173
"55290",133.8
"55291",148.5
"55292",126.428571428571
"55293",129.333333333333
"55294",122.8
"55295",124
"55296",119.333333333333
"55297",125
"55298",128.75
"55299",123.428571428571
"55300",129.5
"55301",105
"55302",122.285714285714
"55303",104.5
"55304",125.5
"55305",104
"55306",113.375
"55307",124.5
"55308",107.625
"55309",121.25
"55310",108
"55311",116.857142857143
"55312",97.4285714285714
"55313",111.625
"55314",98.6
"55315",104.333333333333
"55316",108
"55317",120
"55318",131.8
"55319",130
"55320",91
"55321",102
"55322",90.5
"55323",102.25
"55324",111.5
"55325",105.6
"55326",83
"55327",79
"55328",NA
"55329",NA
"55330",NA
"55331",127
"55332",137.5
"55333",123
"55334",117
"55335",108
"55336",116.333333333333
"55337",98
"55338",99.5
"55339",NA
"55340",NA
"55341",NA
"55342",NA
"55343",173
"55344",NA
"55345",162
"55346",134
"55347",140.7
"55348",128
"55349",139.888888888889
"55350",135.166666666667
"55351",126.8
"55352",134.5
"55353",126.454545454545
"55354",140.333333333333
"55355",117.714285714286
"55356",149
"55357",132.166666666667
"55358",130.75
"55359",141.75
"55360",124.25
"55361",135.4
"55362",117.666666666667
"55363",139.333333333333
"55364",126
"55365",151
"55366",124.25
"55367",143.166666666667
"55368",113.333333333333
"55369",138.166666666667
"55370",112
"55371",118
"55372",109.5
"55373",121.4
"55374",115.5
"55375",123
"55376",130.5
"55377",140
"55378",NA
"55379",NA
"55380",NA
"55381",NA
"55382",NA
"55383",NA
"55384",NA
"55385",NA
"55386",NA
"55387",107
"55388",113
"55389",110.8
"55390",108
"55391",113.25
"55392",150
"55393",116.142857142857
"55394",131.714285714286
"55395",118.857142857143
"55396",123.5
"55397",141.5
"55398",115.8
"55399",133
"55400",118.75
"55401",128
"55402",119.6
"55403",143
"55404",115
"55405",134.666666666667
"55406",116
"55407",123.285714285714
"55408",145.857142857143
"55409",130.714285714286
"55410",137.125
"55411",137.666666666667
"55412",134.5
"55413",141.666666666667
"55414",130.5
"55415",117
"55416",113.111111111111
"55417",110
"55418",112
"55419",106
"55420",NA
"55421",103.333333333333
"55422",NA
"55423",NA
"55424",NA
"55425",NA
"55426",NA
"55427",NA
"55428",NA
"55429",NA
"55430",NA
"55431",NA
"55432",NA
"55433",NA
"55434",136.5
"55435",NA
"55436",126.625
"55437",124
"55438",122.666666666667
"55439",NA
"55440",126
"55441",NA
"55442",125.333333333333
"55443",128.8
"55444",141
"55445",119.8
"55446",135
"55447",120.666666666667
"55448",NA
"55449",152.5
"55450",122
"55451",161.25
"55452",106
"55453",157
"55454",107
"55455",174.333333333333
"55456",163
"55457",146
"55458",153.833333333333
"55459",140.777777777778
"55460",152.375
"55461",129.222222222222
"55462",135.285714285714
"55463",121.5
"55464",142.4
"55465",122.666666666667
"55466",139.9
"55467",111.5
"55468",131.727272727273
"55469",133.333333333333
"55470",115.625
"55471",127.333333333333
"55472",109
"55473",124.222222222222
"55474",103.666666666667
"55475",142.75
"55476",100.875
"55477",142.25
"55478",100.272727272727
"55479",107
"55480",112.333333333333
"55481",113.333333333333
"55482",133.5
"55483",134
"55484",127
"55485",129.5
"55486",131.666666666667
"55487",116
"55488",121.75
"55489",123
"55490",116.857142857143
"55491",122.5
"55492",106.2
"55493",108
"55494",119
"55495",120.5
"55496",115
"55497",138.285714285714
"55498",127
"55499",134.857142857143
"55500",108.666666666667
"55501",150
"55502",126.333333333333
"55503",156.25
"55504",98.5
"55505",144.333333333333
"55506",121
"55507",142.333333333333
"55508",140.25
"55509",121.5
"55510",126.2
"55511",121.25
"55512",120
"55513",137.4
"55514",141
"55515",136.4
"55516",138
"55517",139.666666666667
"55518",138.5
"55519",140
"55520",128.25
"55521",125
"55522",123.888888888889
"55523",98
"55524",130
"55525",98
"55526",133.333333333333
"55527",104.142857142857
"55528",119.6
"55529",113.333333333333
"55530",113.25
"55531",104
"55532",113.2
"55533",100
"55534",105.4
"55535",117.6
"55536",107.6
"55537",123.285714285714
"55538",109.333333333333
"55539",109.75
"55540",85
"55541",86
"55542",81
"55543",78
"55544",NA
"55545",157.666666666667
"55546",NA
"55547",157.666666666667
"55548",147.5
"55549",155
"55550",144.5
"55551",145
"55552",146.5
"55553",140
"55554",144.6
"55555",128
"55556",136.714285714286
"55557",134
"55558",122.75
"55559",133.333333333333
"55560",122.5
"55561",129
"55562",106
"55563",132.666666666667
"55564",122.285714285714
"55565",132.285714285714
"55566",113
"55567",126.25
"55568",120.75
"55569",120.75
"55570",119.875
"55571",NA
"55572",NA
"55573",137
"55574",101
"55575",91.5
"55576",89
"55577",109.333333333333
"55578",93
"55579",104.6
"55580",110.2
"55581",121.333333333333
"55582",132
"55583",126.4
"55584",114.333333333333
"55585",121
"55586",95
"55587",81
"55588",109.833333333333
"55589",77
"55590",131
"55591",138
"55592",124
"55593",126
"55594",134
"55595",141.666666666667
"55596",112.4
"55597",137.111111111111
"55598",112.75
"55599",121.75
"55600",116
"55601",NA
"55602",NA
"55603",NA
"55604",163
"55605",166.5
"55606",160.6
"55607",160
"55608",158.25
"55609",157.333333333333
"55610",141.142857142857
"55611",149.4
"55612",146.222222222222
"55613",138
"55614",146
"55615",126.666666666667
"55616",131.571428571429
"55617",119.363636363636
"55618",123.6
"55619",114.727272727273
"55620",132.75
"55621",132.5
"55622",131
"55623",137
"55624",133.8
"55625",137
"55626",134
"55627",133.333333333333
"55628",135.666666666667
"55629",133.5
"55630",140.666666666667
"55631",120
"55632",NA
"55633",NA
"55634",NA
"55635",125.333333333333
"55636",NA
"55637",114
"55638",131
"55639",139
"55640",NA
"55641",NA
"55642",NA
"55643",NA
"55644",NA
"55645",NA
"55646",NA
"55647",NA
"55648",130.285714285714
"55649",171
"55650",116.666666666667
"55651",167
"55652",151
"55653",149.777777777778
"55654",109
"55655",146.428571428571
"55656",143.6
"55657",145.777777777778
"55658",149
"55659",136.4
"55660",142.714285714286
"55661",133.2
"55662",120.666666666667
"55663",128.777777777778
"55664",121.857142857143
"55665",126
"55666",116.428571428571
"55667",117.666666666667
"55668",104.625
"55669",107.75
"55670",108.8
"55671",108.4
"55672",113.5
"55673",123.571428571429
"55674",142
"55675",142.75
"55676",140
"55677",139
"55678",139.8
"55679",137.857142857143
"55680",139.833333333333
"55681",132.285714285714
"55682",134.285714285714
"55683",127.2
"55684",127.5
"55685",121.833333333333
"55686",135.2
"55687",132.333333333333
"55688",133.6
"55689",134.285714285714
"55690",123.5
"55691",120.714285714286
"55692",122
"55693",105.333333333333
"55694",112
"55695",111
"55696",100
"55697",109.666666666667
"55698",87.5
"55699",88
"55700",83
"55701",93.3333333333333
"55702",107.5
"55703",98
"55704",99
"55705",NA
"55706",NA
"55707",143.666666666667
"55708",118
"55709",140.333333333333
"55710",111
"55711",152.5
"55712",103.2
"55713",135.555555555556
"55714",112
"55715",130.071428571429
"55716",103
"55717",136.583333333333
"55718",110
"55719",131.5
"55720",115.4
"55721",133.4
"55722",112
"55723",134.25
"55724",136.142857142857
"55725",149
"55726",127.428571428571
"55727",132
"55728",130.25
"55729",120.5
"55730",131.714285714286
"55731",138
"55732",149
"55733",123
"55734",145
"55735",123.833333333333
"55736",NA
"55737",134
"55738",142
"55739",139
"55740",NA
"55741",127
"55742",NA
"55743",NA
"55744",NA
"55745",119.166666666667
"55746",100.25
"55747",114.2
"55748",87
"55749",89
"55750",94.6666666666667
"55751",109.333333333333
"55752",90
"55753",108
"55754",89.8
"55755",87.6666666666667
"55756",97.5
"55757",119.25
"55758",100.625
"55759",96.5
"55760",77.6666666666667
"55761",73
"55762",79
"55763",68.5
"55764",157.5
"55765",146.5
"55766",139
"55767",140
"55768",NA
"55769",NA
"55770",NA
"55771",147
"55772",139
"55773",140.5
"55774",128.5
"55775",134.5
"55776",166.666666666667
"55777",141.5
"55778",165.666666666667
"55779",129.5
"55780",163
"55781",110.571428571429
"55782",138.666666666667
"55783",121
"55784",133
"55785",138.75
"55786",143.333333333333
"55787",159.666666666667
"55788",185
"55789",173.5
"55790",173
"55791",173
"55792",172
"55793",NA
"55794",172
"55795",172
"55796",171
"55797",170
"55798",142.25
"55799",153.2
"55800",138.6
"55801",152
"55802",134.6
"55803",144
"55804",130.2
"55805",132.8
"55806",111.5
"55807",146.142857142857
"55808",109.666666666667
"55809",144.333333333333
"55810",106
"55811",106
"55812",102
"55813",93.6666666666667
"55814",94.8
"55815",127.4
"55816",88.5
"55817",121.857142857143
"55818",94.75
"55819",100
"55820",119.666666666667
"55821",106
"55822",127.1
"55823",134
"55824",133.666666666667
"55825",99
"55826",138.375
"55827",104.5
"55828",147.166666666667
"55829",117.5
"55830",173
"55831",116.5
"55832",171
"55833",131.875
"55834",162
"55835",136.333333333333
"55836",155
"55837",157
"55838",130.666666666667
"55839",156.333333333333
"55840",124.333333333333
"55841",140.166666666667
"55842",144.333333333333
"55843",123.5
"55844",155
"55845",154
"55846",154.333333333333
"55847",NA
"55848",154.333333333333
"55849",NA
"55850",174.285714285714
"55851",151.666666666667
"55852",165.333333333333
"55853",132
"55854",165.833333333333
"55855",149
"55856",151.75
"55857",137.6
"55858",138.166666666667
"55859",128.666666666667
"55860",135.75
"55861",129.142857142857
"55862",123
"55863",130.25
"55864",112.714285714286
"55865",127.75
"55866",102.8
"55867",117
"55868",104.25
"55869",120.375
"55870",149
"55871",138.333333333333
"55872",137.333333333333
"55873",NA
"55874",178.333333333333
"55875",176
"55876",160.666666666667
"55877",129
"55878",158
"55879",119
"55880",160
"55881",156
"55882",160
"55883",156
"55884",159
"55885",128.75
"55886",134
"55887",142
"55888",135.6
"55889",142
"55890",134
"55891",153.5
"55892",143.5
"55893",148.2
"55894",136.8
"55895",140.777777777778
"55896",136.833333333333
"55897",137
"55898",153
"55899",117.25
"55900",156.5
"55901",113.5
"55902",136
"55903",110
"55904",109
"55905",120.571428571429
"55906",106
"55907",115.666666666667
"55908",127
"55909",103.333333333333
"55910",107
"55911",131.125
"55912",123
"55913",119.8
"55914",101.6
"55915",137.75
"55916",104.833333333333
"55917",133.833333333333
"55918",125.4
"55919",119.2
"55920",120
"55921",103.25
"55922",105.777777777778
"55923",110.2
"55924",102.428571428571
"55925",104
"55926",96.3333333333333
"55927",102.8
"55928",97.6
"55929",98
"55930",97
"55931",93.5
"55932",86
"55933",84.3333333333333
"55934",81
"55935",NA
"55936",161
"55937",NA
"55938",189
"55939",NA
"55940",168
"55941",166.666666666667
"55942",157.333333333333
"55943",166
"55944",155.25
"55945",156
"55946",152.25
"55947",153
"55948",148.875
"55949",130.2
"55950",133.5
"55951",143.8
"55952",142.8
"55953",155
"55954",141.666666666667
"55955",138.5
"55956",148.285714285714
"55957",152
"55958",143.142857142857
"55959",143
"55960",153.666666666667
"55961",139.2
"55962",130.75
"55963",120.2
"55964",151.5
"55965",113.5
"55966",117
"55967",109.4
"55968",116
"55969",101.4
"55970",109
"55971",95.75
"55972",80.5
"55973",85
"55974",77.6
"55975",76
"55976",70
"55977",NA
"55978",NA
"55979",NA
"55980",NA
"55981",NA
"55982",106
"55983",NA
"55984",126
"55985",156.6
"55986",122
"55987",147.166666666667
"55988",NA
"55989",143.5
"55990",NA
"55991",135.333333333333
"55992",147
"55993",138.9
"55994",144.8
"55995",145.833333333333
"55996",128.285714285714
"55997",154.5
"55998",127.666666666667
"55999",139.777777777778
"56000",116
"56001",139
"56002",117.285714285714
"56003",124.3
"56004",124.285714285714
"56005",120.181818181818
"56006",125.666666666667
"56007",114.888888888889
"56008",121.571428571429
"56009",108.125
"56010",118.2
"56011",89
"56012",111.6
"56013",112.714285714286
"56014",98
"56015",95.5
"56016",97.5
"56017",94.25
"56018",94
"56019",NA
"56020",138.5
"56021",155
"56022",NA
"56023",135
"56024",NA
"56025",NA
"56026",NA
"56027",NA
"56028",NA
"56029",NA
"56030",NA
"56031",NA
"56032",107
"56033",141
"56034",104
"56035",143.833333333333
"56036",86
"56037",179.666666666667
"56038",152.666666666667
"56039",157.166666666667
"56040",150.833333333333
"56041",137.75
"56042",139.8
"56043",131.4
"56044",140.2
"56045",120.333333333333
"56046",129.125
"56047",150
"56048",121.142857142857
"56049",137
"56050",120
"56051",150
"56052",101.666666666667
"56053",133.285714285714
"56054",101.5
"56055",130.333333333333
"56056",147
"56057",150
"56058",146.666666666667
"56059",130.2
"56060",127.25
"56061",123.666666666667
"56062",126.375
"56063",119.5
"56064",117.555555555556
"56065",130
"56066",113.375
"56067",123.333333333333
"56068",120
"56069",118.25
"56070",117.5
"56071",119.5
"56072",136.25
"56073",113.666666666667
"56074",148.833333333333
"56075",112
"56076",135.428571428571
"56077",137
"56078",122.5
"56079",132.75
"56080",112.333333333333
"56081",127.5
"56082",107.333333333333
"56083",123.714285714286
"56084",106.125
"56085",123.4
"56086",119.333333333333
"56087",109.666666666667
"56088",115.285714285714
"56089",125.4
"56090",110.333333333333
"56091",130
"56092",111.8
"56093",125.6
"56094",106
"56095",128.727272727273
"56096",100.6
"56097",120.181818181818
"56098",102.75
"56099",119.666666666667
"56100",125.6
"56101",130
"56102",124.2
"56103",138.5
"56104",125.5
"56105",133
"56106",111.333333333333
"56107",118
"56108",114
"56109",108.25
"56110",102.5
"56111",101.25
"56112",93.5
"56113",85
"56114",84.8
"56115",109.5
"56116",100
"56117",107
"56118",102
"56119",135
"56120",90
"56121",129.333333333333
"56122",110.75
"56123",131
"56124",125.6
"56125",115
"56126",135.333333333333
"56127",120.833333333333
"56128",127.4
"56129",111.2
"56130",117
"56131",120
"56132",96.3333333333333
"56133",116.25
"56134",106.6
"56135",108.75
"56136",113.75
"56137",108
"56138",124.6
"56139",105
"56140",124.25
"56141",130.8
"56142",122.8
"56143",125
"56144",118.333333333333
"56145",118.666666666667
"56146",114
"56147",117
"56148",104.5
"56149",123
"56150",103
"56151",136
"56152",91.6666666666667
"56153",NA
"56154",87.6666666666667
"56155",NA
"56156",108.5
"56157",111.5
"56158",100.2
"56159",129
"56160",138.5
"56161",134
"56162",129.5
"56163",118
"56164",NA
"56165",NA
"56166",NA
"56167",NA
"56168",NA
"56169",NA
"56170",138
"56171",134.5
"56172",132
"56173",135.5
"56174",173
"56175",120
"56176",151.8
"56177",111
"56178",132.909090909091
"56179",143
"56180",119.333333333333
"56181",139.833333333333
"56182",128.25
"56183",160.2
"56184",115
"56185",137
"56186",134.75
"56187",131.166666666667
"56188",134.666666666667
"56189",132.125
"56190",132
"56191",115.4
"56192",117.5
"56193",110.666666666667
"56194",121.333333333333
"56195",115.666666666667
"56196",119.833333333333
"56197",120
"56198",100.666666666667
"56199",112
"56200",107.833333333333
"56201",109
"56202",110.666666666667
"56203",87
"56204",NA
"56205",NA
"56206",162.666666666667
"56207",NA
"56208",152.25
"56209",115.5
"56210",113.5
"56211",108.25
"56212",96
"56213",NA
"56214",NA
"56215",96
"56216",NA
"56217",NA
"56218",153.333333333333
"56219",NA
"56220",144.5
"56221",151
"56222",127
"56223",155
"56224",139
"56225",138.444444444444
"56226",141.1
"56227",114.571428571429
"56228",143.090909090909
"56229",140.5
"56230",135.4
"56231",131
"56232",127.727272727273
"56233",124.222222222222
"56234",123.7
"56235",112.2
"56236",123.888888888889
"56237",105.2
"56238",118.75
"56239",100
"56240",122.571428571429
"56241",121.5
"56242",128.571428571429
"56243",128.333333333333
"56244",125.5
"56245",123.285714285714
"56246",121.5
"56247",118.571428571429
"56248",122
"56249",116.2
"56250",96.6666666666667
"56251",113.777777777778
"56252",97.5
"56253",105.5
"56254",NA
"56255",NA
"56256",NA
"56257",NA
"56258",NA
"56259",NA
"56260",NA
"56261",NA
"56262",NA
"56263",NA
"56264",NA
"56265",121.5
"56266",124
"56267",119.333333333333
"56268",103.5
"56269",118
"56270",119
"56271",106
"56272",125.5
"56273",91.5
"56274",119.75
"56275",NA
"56276",127.333333333333
"56277",126.5
"56278",126
"56279",141.25
"56280",126
"56281",123.8
"56282",126
"56283",120.5
"56284",127
"56285",125.666666666667
"56286",115.5
"56287",126
"56288",132.333333333333
"56289",114.666666666667
"56290",124.666666666667
"56291",114.2
"56292",112.5
"56293",117.5
"56294",120.75
"56295",114.428571428571
"56296",118.5
"56297",113.2
"56298",141
"56299",123
"56300",116.2
"56301",118
"56302",111
"56303",96
"56304",93.5
"56305",93
"56306",125.6
"56307",77
"56308",119.8
"56309",90
"56310",138
"56311",124.25
"56312",113.5
"56313",111
"56314",105.416666666667
"56315",118.25
"56316",109.333333333333
"56317",121.333333333333
"56318",101
"56319",127.857142857143
"56320",106.2
"56321",127.2
"56322",102.6
"56323",116.833333333333
"56324",117.666666666667
"56325",110.8
"56326",128.666666666667
"56327",104.666666666667
"56328",120.25
"56329",120
"56330",114.875
"56331",NA
"56332",128.666666666667
"56333",NA
"56334",128.666666666667
"56335",127.5
"56336",129
"56337",128
"56338",129
"56339",134.4
"56340",145
"56341",135.333333333333
"56342",107.5
"56343",112
"56344",144.333333333333
"56345",120
"56346",124.333333333333
"56347",119.666666666667
"56348",114.333333333333
"56349",110
"56350",113.333333333333
"56351",104.5
"56352",110.333333333333
"56353",96.2
"56354",94
"56355",NA
"56356",87.6666666666667
"56357",92
"56358",172
"56359",89
"56360",149.25
"56361",104.5
"56362",102
"56363",111.5
"56364",123
"56365",NA
"56366",118.333333333333
"56367",132.4
"56368",111.5
"56369",NA
"56370",132.5
"56371",NA
"56372",156
"56373",102.5
"56374",106.5
"56375",104.666666666667
"56376",99
"56377",106.5
"56378",99
"56379",111
"56380",NA
"56381",NA
"56382",NA
"56383",122
"56384",118
"56385",111
"56386",144.5
"56387",123.333333333333
"56388",150.333333333333
"56389",NA
"56390",173
"56391",NA
"56392",167.333333333333
"56393",126.8
"56394",141
"56395",113.2
"56396",126.4
"56397",154
"56398",126.5
"56399",116.5
"56400",134.2
"56401",122.777777777778
"56402",133.727272727273
"56403",117.4
"56404",133.333333333333
"56405",133.777777777778
"56406",139.625
"56407",127.666666666667
"56408",118.833333333333
"56409",122.833333333333
"56410",128.428571428571
"56411",120.285714285714
"56412",119.272727272727
"56413",126.2
"56414",112.272727272727
"56415",115.666666666667
"56416",107.714285714286
"56417",112.5
"56418",84.2
"56419",83.75
"56420",93
"56421",86.3333333333333
"56422",85.3333333333333
"56423",87
"56424",NA
"56425",NA
"56426",NA
"56427",NA
"56428",NA
"56429",141
"56430",137.5
"56431",134
"56432",131.5
"56433",NA
"56434",NA
"56435",NA
"56436",127.5
"56437",130
"56438",106.333333333333
"56439",80
"56440",82.5
"56441",NA
"56442",NA
"56443",NA
"56444",NA
"56445",140
"56446",120.5
"56447",123.285714285714
"56448",124.5
"56449",145.333333333333
"56450",133.666666666667
"56451",139.666666666667
"56452",130.125
"56453",134.571428571429
"56454",120.714285714286
"56455",131.8
"56456",123
"56457",123.333333333333
"56458",135.333333333333
"56459",136.333333333333
"56460",143.6
"56461",128.75
"56462",135.875
"56463",92
"56464",137.777777777778
"56465",NA
"56466",131.166666666667
"56467",164
"56468",121.272727272727
"56469",164
"56470",126.571428571429
"56471",132.142857142857
"56472",114
"56473",133.333333333333
"56474",107.25
"56475",126.25
"56476",124.666666666667
"56477",142
"56478",135
"56479",128
"56480",125.5
"56481",125.333333333333
"56482",128.5
"56483",121.5
"56484",121
"56485",123
"56486",117.5
"56487",111
"56488",116.5
"56489",108.5
"56490",109
"56491",108.571428571429
"56492",95.3333333333333
"56493",105.5
"56494",109.428571428571
"56495",105.5
"56496",108
"56497",95
"56498",108.5
"56499",128
"56500",97.6
"56501",121
"56502",97.8571428571429
"56503",107.714285714286
"56504",96.8333333333333
"56505",103
"56506",101.142857142857
"56507",95.875
